INDIVID_ID,DATE,SPECIES,LIFE_STAGE,REEF,SITE,ZONING,FL,TL,LAT,LONG,YEAR,PlateID,Plate,Well
P.juv_01999,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,247,259,-23.086,150.896,2021,PmJuv05_A08,PmJuv05,A08
P.juv_02000,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,239,250,-23.086,150.896,2021,PmJuv05_A09,PmJuv05,A09
P.juv_02001,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,228,240,-23.086,150.896,2021,PmJuv05_A10,PmJuv05,A10
P.juv_02002,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,123,130,-23.086,150.896,2021,PmJuv05_A11,PmJuv05,A11
P.juv_02003,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,196,205,-23.086,150.896,2021,PmJuv05_A12,PmJuv05,A12
P.juv_02004,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,262,280,-23.086,150.896,2021,PmJuv05_B01,PmJuv05,B01
P.juv_02005,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,157,167,-23.086,150.896,2021,PmJuv05_B02,PmJuv05,B02
P.juv_02006,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,NA,NA,-23.086,150.896,2021,PmJuv05_B03,PmJuv05,B03
P.juv_02007,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,162,169,-23.086,150.896,2021,PmJuv05_B04,PmJuv05,B04
P.juv_02008,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,86,90,-23.086,150.896,2021,PmJuv05_B06,PmJuv05,B06
P.juv_02009,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,114,120,-23.086,150.896,2021,PmJuv05_B07,PmJuv05,B07
P.juv_02010,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,143,152,-23.086,150.896,2021,PmJuv05_B08,PmJuv05,B08
P.juv_02011,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,220,233,-23.086,150.896,2021,PmJuv05_B09,PmJuv05,B09
P.juv_02012,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,183,192,-23.086,150.896,2021,PmJuv05_B10,PmJuv05,B10
P.juv_02013,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,125,132,-23.086,150.896,2021,PmJuv05_B11,PmJuv05,B11
P.juv_02014,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,121,125,-23.086,150.896,2021,PmJuv05_B12,PmJuv05,B12
P.juv_02015,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,208,219,-23.086,150.896,2021,PmJuv05_C01,PmJuv05,C01
P.juv_02016,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,152,156,-23.086,150.896,2021,PmJuv05_C02,PmJuv05,C02
P.juv_02017,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,255,269,-23.086,150.896,2021,PmJuv05_C03,PmJuv05,C03
P.juv_02018,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,79,81,-23.086,150.896,2021,PmJuv05_C04,PmJuv05,C04
P.juv_02019,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,103,106,-23.086,150.896,2021,PmJuv05_C05,PmJuv05,C05
P.juv_02020,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,178,188,-23.086,150.896,2021,PmJuv05_C06,PmJuv05,C06
P.juv_02021,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,96,99,-23.086,150.896,2021,PmJuv05_C07,PmJuv05,C07
P.juv_02022,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,85,90,-23.086,150.896,2021,PmJuv05_C08,PmJuv05,C08
P.juv_02023,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK3,Blue,90,94,-23.086,150.896,2021,PmJuv05_C09,PmJuv05,C09
P.juv_02024,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,61,65,-23.086,150.896,2021,PmJuv05_C10,PmJuv05,C10
P.juv_02025,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,207,218,-23.086,150.896,2021,PmJuv05_C11,PmJuv05,C11
P.juv_02026,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,156,164,-23.086,150.896,2021,PmJuv05_C12,PmJuv05,C12
P.juv_02027,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,155,163,-23.086,150.896,2021,PmJuv05_D01,PmJuv05,D01
P.juv_02028,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,187,195,-23.086,150.896,2021,PmJuv05_D02,PmJuv05,D02
P.juv_02029,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,105,109,-23.086,150.896,2021,PmJuv05_D03,PmJuv05,D03
P.juv_02030,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,121,126,-23.086,150.896,2021,PmJuv05_D04,PmJuv05,D04
P.juv_02031,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,142,151,-23.086,150.896,2021,PmJuv05_D05,PmJuv05,D05
P.juv_02032,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,144,153,-23.086,150.896,2021,PmJuv05_D06,PmJuv05,D06
P.juv_02033,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,138,146,-23.086,150.896,2021,PmJuv05_D07,PmJuv05,D07
P.juv_02034,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,125,128,-23.086,150.896,2021,PmJuv05_D08,PmJuv05,D08
P.juv_02035,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,85,87,-23.086,150.896,2021,PmJuv05_D09,PmJuv05,D09
P.juv_02036,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,146,151,-23.086,150.896,2021,PmJuv05_D10,PmJuv05,D10
P.juv_02037,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,81,83,-23.086,150.896,2021,PmJuv05_D11,PmJuv05,D11
P.juv_02038,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,194,206,-23.086,150.896,2021,PmJuv05_D12,PmJuv05,D12
P.juv_02039,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,165,175,-23.086,150.896,2021,PmJuv05_E01,PmJuv05,E01
P.juv_02040,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,178,186,-23.086,150.896,2021,PmJuv05_E02,PmJuv05,E02
P.juv_02041,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,177,187,-23.086,150.896,2021,PmJuv05_E03,PmJuv05,E03
P.juv_02042,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,99,103,-23.086,150.896,2021,PmJuv05_E04,PmJuv05,E04
P.juv_02043,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,102,108,-23.086,150.896,2021,PmJuv05_E05,PmJuv05,E05
P.juv_02044,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,185,195,-23.086,150.896,2021,PmJuv05_E06,PmJuv05,E06
P.juv_02045,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,161,172,-23.086,150.896,2021,PmJuv05_E07,PmJuv05,E07
P.juv_02046,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,162,168,-23.086,150.896,2021,PmJuv05_E08,PmJuv05,E08
P.juv_02047,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,161,170,-23.086,150.896,2021,PmJuv05_E09,PmJuv05,E09
P.juv_02048,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,115,120,-23.086,150.896,2021,PmJuv05_E10,PmJuv05,E10
P.juv_02049,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,116,122,-23.086,150.896,2021,PmJuv05_E11,PmJuv05,E11
P.juv_02050,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,121,125,-23.086,150.896,2021,PmJuv05_E12,PmJuv05,E12
P.juv_02051,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,83,85,-23.086,150.896,2021,PmJuv05_F01,PmJuv05,F01
P.juv_02052,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,157,167,-23.086,150.896,2021,PmJuv05_F02,PmJuv05,F02
P.juv_02053,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,157,167,-23.086,150.896,2021,PmJuv05_F03,PmJuv05,F03
P.juv_02054,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,199,212,-23.086,150.896,2021,PmJuv05_F04,PmJuv05,F04
P.juv_02055,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,137,142,-23.086,150.896,2021,PmJuv05_F05,PmJuv05,F05
P.juv_02056,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,138,145,-23.086,150.896,2021,PmJuv05_F06,PmJuv05,F06
P.juv_02057,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,156,165,-23.086,150.896,2021,PmJuv05_F07,PmJuv05,F07
P.juv_02058,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,93,96,-23.086,150.896,2021,PmJuv05_F08,PmJuv05,F08
P.juv_02059,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,NA,NA,-23.086,150.896,2021,PmJuv05_F09,PmJuv05,F09
P.juv_02060,2021-10-10,P. maculatus,Juvenile,North Keppel Is Blue,NK2,Blue,185,195,-23.086,150.896,2021,PmJuv05_F10,PmJuv05,F10
P.juv_02061,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,233,246,-23.201,150.966,2021,PmJuv05_F11,PmJuv05,F11
P.juv_02062,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,246,261,-23.201,150.966,2021,PmJuv05_F12,PmJuv05,F12
P.juv_02063,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,248,264,-23.201,150.966,2021,PmJuv05_G01,PmJuv05,G01
P.juv_02064,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,244,259,-23.201,150.966,2021,PmJuv05_G02,PmJuv05,G02
P.juv_02065,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,240,255,-23.201,150.966,2021,PmJuv05_G03,PmJuv05,G03
P.juv_02066,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,250,265,-23.201,150.966,2021,PmJuv05_G04,PmJuv05,G04
P.juv_02067,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,224,240,-23.201,150.966,2021,PmJuv05_G05,PmJuv05,G05
P.juv_02068,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,247,264,-23.201,150.966,2021,PmJuv05_G06,PmJuv05,G06
P.juv_02069,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,244,258,-23.201,150.966,2021,PmJuv05_G07,PmJuv05,G07
P.juv_02070,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,178,187,-23.201,150.966,2021,PmJuv05_G08,PmJuv05,G08
P.juv_02071,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,280,297,-23.201,150.966,2021,PmJuv05_G09,PmJuv05,G09
P.juv_02072,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,232,247,-23.201,150.966,2021,PmJuv05_G10,PmJuv05,G10
P.juv_02073,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,151,159,-23.201,150.966,2021,PmJuv05_G11,PmJuv05,G11
P.juv_02074,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,139,148,-23.201,150.966,2021,PmJuv05_G12,PmJuv05,G12
P.juv_02075,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,120,129,-23.201,150.966,2021,PmJuv05_H01,PmJuv05,H01
P.juv_02076,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,107,110,-23.201,150.966,2021,PmJuv05_H02,PmJuv05,H02
P.juv_02077,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,150,158,-23.201,150.966,2021,PmJuv05_H03,PmJuv05,H03
P.juv_02078,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,194,207,-23.201,150.966,2021,PmJuv05_H04,PmJuv05,H04
P.juv_02079,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,228,242,-23.201,150.966,2021,PmJuv05_H05,PmJuv05,H05
P.juv_02080,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,259,272,-23.201,150.966,2021,PmJuv05_H06,PmJuv05,H06
P.juv_02081,2021-10-10,P. maculatus,Juvenile,Halfway Is Blue,H3,Blue,211,226,-23.201,150.966,2021,PmJuv05_H07,PmJuv05,H07
P.juv_02082,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,160,167,-23.188,150.979,2021,PmJuv05_H08,PmJuv05,H08
P.juv_02083,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,152,157,-23.188,150.979,2021,PmJuv05_H09,PmJuv05,H09
P.juv_02084,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,144,151,-23.188,150.979,2021,PmJuv05_H10,PmJuv05,H10
P.juv_02085,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,184,190,-23.188,150.979,2021,PmJuv05_H11,PmJuv05,H11
P.juv_02086,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,158,162,-23.188,150.979,2021,PmJuv06_A01,PmJuv06,A01
P.juv_02087,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,194,214,-23.188,150.979,2021,PmJuv06_A02,PmJuv06,A02
P.juv_02088,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,155,162,-23.188,150.979,2021,PmJuv06_A03,PmJuv06,A03
P.juv_02089,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,185,193,-23.188,150.979,2021,PmJuv06_A04,PmJuv06,A04
P.juv_02090,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,160,166,-23.188,150.979,2021,PmJuv06_A05,PmJuv06,A05
P.juv_02091,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,152,160,-23.188,150.979,2021,PmJuv06_A06,PmJuv06,A06
P.juv_02092,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,120,125,-23.188,150.979,2021,PmJuv06_A07,PmJuv06,A07
P.juv_02093,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,124,134,-23.188,150.979,2021,PmJuv06_A08,PmJuv06,A08
P.juv_02094,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,220,230,-23.188,150.979,2021,PmJuv06_A09,PmJuv06,A09
P.juv_02095,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,166,174,-23.188,150.979,2021,PmJuv06_A10,PmJuv06,A10
P.juv_02096,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,176,184,-23.188,150.979,2021,PmJuv06_A11,PmJuv06,A11
P.juv_02097,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,136,142,-23.188,150.979,2021,PmJuv06_A12,PmJuv06,A12
P.juv_02098,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,161,166,-23.188,150.979,2021,PmJuv06_B01,PmJuv06,B01
P.juv_02099,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,116,122,-23.188,150.979,2021,PmJuv06_B02,PmJuv06,B02
P.juv_02100,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK6,Green,96,98,-23.188,150.979,2021,PmJuv06_B03,PmJuv06,B03
P.juv_02101,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,270,296,-23.188,150.979,2021,PmJuv06_B04,PmJuv06,B04
P.juv_02102,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,146,152,-23.188,150.979,2021,PmJuv06_B05,PmJuv06,B05
P.juv_02103,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,192,200,-23.188,150.979,2021,PmJuv06_B07,PmJuv06,B07
P.juv_02104,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,140,148,-23.188,150.979,2021,PmJuv06_B08,PmJuv06,B08
P.juv_02105,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,97,100,-23.188,150.979,2021,PmJuv06_B09,PmJuv06,B09
P.juv_02106,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,150,156,-23.188,150.979,2021,PmJuv06_B10,PmJuv06,B10
P.juv_02107,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,116,122,-23.188,150.979,2021,PmJuv06_B11,PmJuv06,B11
P.juv_02108,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,153,161,-23.188,150.979,2021,PmJuv06_B12,PmJuv06,B12
P.juv_02109,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,135,140,-23.188,150.979,2021,PmJuv06_C01,PmJuv06,C01
P.juv_02110,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,111,114,-23.188,150.979,2021,PmJuv06_C02,PmJuv06,C02
P.juv_02111,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,114,127,-23.188,150.979,2021,PmJuv06_C03,PmJuv06,C03
P.juv_02112,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,114,120,-23.188,150.979,2021,PmJuv06_C04,PmJuv06,C04
P.juv_02113,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,95,97,-23.188,150.979,2021,PmJuv06_C05,PmJuv06,C05
P.juv_02114,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,84,86,-23.188,150.979,2021,PmJuv06_C06,PmJuv06,C06
P.juv_02115,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,241,257,-23.188,150.979,2021,PmJuv06_C07,PmJuv06,C07
P.juv_02116,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,114,116,-23.188,150.979,2021,PmJuv06_C08,PmJuv06,C08
P.juv_02117,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,155,162,-23.188,150.979,2021,PmJuv06_C09,PmJuv06,C09
P.juv_02118,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,184,192,-23.188,150.979,2021,PmJuv06_C10,PmJuv06,C10
P.juv_02119,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,193,204,-23.188,150.979,2021,PmJuv06_C11,PmJuv06,C11
P.juv_02120,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,257,272,-23.188,150.979,2021,PmJuv06_C12,PmJuv06,C12
P.juv_02121,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,137,144,-23.188,150.979,2021,PmJuv06_D01,PmJuv06,D01
P.juv_02122,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,144,152,-23.188,150.979,2021,PmJuv06_D02,PmJuv06,D02
P.juv_02123,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,187,196,-23.188,150.979,2021,PmJuv06_D03,PmJuv06,D03
P.juv_02124,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,165,175,-23.188,150.979,2021,PmJuv06_D04,PmJuv06,D04
P.juv_02125,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,162,168,-23.188,150.979,2021,PmJuv06_D05,PmJuv06,D05
P.juv_02126,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,139,146,-23.188,150.979,2021,PmJuv06_D06,PmJuv06,D06
P.juv_02127,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,154,161,-23.188,150.979,2021,PmJuv06_D07,PmJuv06,D07
P.juv_02128,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,176,185,-23.188,150.979,2021,PmJuv06_D08,PmJuv06,D08
P.juv_02129,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,91,94,-23.188,150.979,2021,PmJuv06_D09,PmJuv06,D09
P.juv_02130,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,147,154,-23.188,150.979,2021,PmJuv06_D10,PmJuv06,D10
P.juv_02131,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,120,126,-23.188,150.979,2021,PmJuv06_D11,PmJuv06,D11
P.juv_02132,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,117,122,-23.188,150.979,2021,PmJuv06_D12,PmJuv06,D12
P.juv_02133,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,89,92,-23.188,150.979,2021,PmJuv06_E01,PmJuv06,E01
P.juv_02134,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,99,103,-23.188,150.979,2021,PmJuv06_E02,PmJuv06,E02
P.juv_02135,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,102,106,-23.188,150.979,2021,PmJuv06_E03,PmJuv06,E03
P.juv_02136,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,112,117,-23.188,150.979,2021,PmJuv06_E04,PmJuv06,E04
P.juv_02137,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,82,85,-23.188,150.979,2021,PmJuv06_E05,PmJuv06,E05
P.juv_02138,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,92,96,-23.188,150.979,2021,PmJuv06_E06,PmJuv06,E06
P.juv_02139,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,102,106,-23.188,150.979,2021,PmJuv06_E07,PmJuv06,E07
P.juv_02140,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,184,193,-23.188,150.979,2021,PmJuv06_E08,PmJuv06,E08
P.juv_02141,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,130,136,-23.188,150.979,2021,PmJuv06_E09,PmJuv06,E09
P.juv_02142,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,109,113,-23.188,150.979,2021,PmJuv06_E10,PmJuv06,E10
P.juv_02143,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,195,206,-23.188,150.979,2021,PmJuv06_E11,PmJuv06,E11
P.juv_02144,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,123,126,-23.188,150.979,2021,PmJuv06_E12,PmJuv06,E12
P.juv_02145,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,148,157,-23.188,150.979,2021,PmJuv06_F01,PmJuv06,F01
P.juv_02146,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,143,149,-23.188,150.979,2021,PmJuv06_F02,PmJuv06,F02
P.juv_02147,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,160,169,-23.188,150.979,2021,PmJuv06_F03,PmJuv06,F03
P.juv_02148,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,198,207,-23.188,150.979,2021,PmJuv06_F04,PmJuv06,F04
P.juv_02149,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,NA,NA,-23.188,150.979,2021,PmJuv06_F05,PmJuv06,F05
P.juv_02150,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,NA,NA,-23.188,150.979,2021,PmJuv06_F06,PmJuv06,F06
P.juv_02151,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,NA,NA,-23.188,150.979,2021,PmJuv06_F07,PmJuv06,F07
P.juv_02152,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,217,225,-23.188,150.979,2021,PmJuv06_F08,PmJuv06,F08
P.juv_02153,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,322,339,-23.188,150.979,2021,PmJuv06_F09,PmJuv06,F09
P.juv_02154,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,178,187,-23.188,150.979,2021,PmJuv06_F10,PmJuv06,F10
P.juv_02155,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,178,185,-23.188,150.979,2021,PmJuv06_F11,PmJuv06,F11
P.juv_02156,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,160,167,-23.188,150.979,2021,PmJuv06_F12,PmJuv06,F12
P.juv_02157,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,161,169,-23.188,150.979,2021,PmJuv06_G01,PmJuv06,G01
P.juv_02158,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,120,127,-23.188,150.979,2021,PmJuv06_G02,PmJuv06,G02
P.juv_02159,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,104,108,-23.188,150.979,2021,PmJuv06_G03,PmJuv06,G03
P.juv_02160,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,111,117,-23.188,150.979,2021,PmJuv06_G04,PmJuv06,G04
P.juv_02161,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,103,109,-23.188,150.979,2021,PmJuv06_G05,PmJuv06,G05
P.juv_02162,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,101,107,-23.188,150.979,2021,PmJuv06_G06,PmJuv06,G06
P.juv_02163,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,118,122,-23.188,150.979,2021,PmJuv06_G07,PmJuv06,G07
P.juv_02164,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,287,300,-23.188,150.979,2021,PmJuv06_G08,PmJuv06,G08
P.juv_02165,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,188,194,-23.188,150.979,2021,PmJuv06_G09,PmJuv06,G09
P.juv_02166,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,116,123,-23.188,150.979,2021,PmJuv06_G10,PmJuv06,G10
P.juv_02167,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,84,87,-23.188,150.979,2021,PmJuv06_G11,PmJuv06,G11
P.juv_02168,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,193,202,-23.188,150.979,2021,PmJuv06_G12,PmJuv06,G12
P.juv_02169,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,109,115,-23.188,150.979,2021,PmJuv06_H01,PmJuv06,H01
P.juv_02170,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,139,145,-23.188,150.979,2021,PmJuv06_H02,PmJuv06,H02
P.juv_02171,2021-10-11,P. maculatus,Juvenile,Clam Bay,GK5,Green,247,261,-23.188,150.979,2021,PmJuv06_H03,PmJuv06,H03
